OrderID,CustomerName,City,Product,Quantity,Price,PurchaseDate
1,Kiran,Chennai,Laptop,3,57304,08-05-2020 20:00
2,Sneha,Kolkata,Tablet,1,89264,06-03-2020 06:00
3,Arjun,Kolkata,Smartwatch,4,7643,12-09-2021 18:00
4,Vikram,Hyderabad,Camera,1,96451,26-02-2023 07:00
5,Kiran,Pune,Mobile,1,21053,06-01-2022 17:00
6,Manoj,Kolkata,Smartwatch,1,73267,21-02-2023 07:00
7,Rahul,Hyderabad,Smartwatch,2,56295,06-01-2022 10:00
8,Kiran,Mumbai,Headphones,2,20944,26-08-2022 02:00
9,Arjun,Pune,Laptop,1,43832,11-08-2020 03:00
10,Vikram,Mumbai,Mobile,4,25738,19-05-2021 21:00
11,Sneha,Hyderabad,Headphones,2,15720,20-07-2022 16:00
12,Arjun,Delhi,Tablet,3,91765,15-01-2023 12:00
13,Arjun,Bangalore,Laptop,1,51963,08-03-2022 03:00
14,Rahul,Chennai,Headphones,4,86707,23-11-2023 18:00
15,Neha,Delhi,Headphones,4,58926,05-04-2020 16:00
16,Vikram,Pune,Smartwatch,3,39805,13-09-2022 04:00
17,Priya,Pune,Headphones,3,48635,23-09-2020 05:00
18,Arjun,Bangalore,Headphones,4,71787,25-01-2023 09:00
19,Neha,Pune,Mobile,2,65493,29-04-2020 13:00
20,Priya,Hyderabad,Laptop,2,21326,03-05-2020 23:00
21,Vikram,Kolkata,Tablet,4,72627,14-12-2022 04:00
22,Amit,Pune,Laptop,2,98097,14-07-2023 12:00
23,Manoj,Delhi,Smartwatch,1,41635,26-12-2022 20:00
24,Neha,Pune,Mobile,3,40918,14-05-2020 05:00
25,Divya,Chennai,Laptop,3,62783,03-07-2023 15:00
26,Amit,Kolkata,Mobile,2,5817,10-04-2021 22:00
27,Manoj,Pune,Mobile,2,43298,13-01-2021 01:00
28,Rahul,Kolkata,Mobile,1,36490,28-02-2022 10:00
29,Kiran,Mumbai,Mobile,1,53457,04-12-2022 06:00
30,Sneha,Bangalore,Headphones,4,94936,20-02-2020 09:00
31,Divya,Delhi,Laptop,2,42564,01-07-2021 20:00
32,Rahul,Chennai,Camera,2,73821,09-02-2020 16:00
33,Vikram,Delhi,Mobile,2,47256,18-01-2022 02:00
34,Rahul,Hyderabad,Mobile,3,70464,18-12-2020 09:00
35,Kiran,Bangalore,Laptop,1,62308,13-08-2022 12:00
36,Vikram,Hyderabad,Headphones,3,82740,11-09-2022 12:00
37,Divya,Pune,Tablet,2,7595,02-08-2023 01:00
38,Kiran,Hyderabad,Mobile,4,65255,01-12-2021 21:00
39,Priya,Pune,Headphones,1,31881,09-05-2020 17:00
40,Sneha,Mumbai,Smartwatch,2,78573,28-10-2020 10:00
41,Divya,Hyderabad,Headphones,3,66574,21-11-2023 07:00
42,Priya,Chennai,Camera,1,85243,17-11-2022 10:00
43,Manoj,Bangalore,Mobile,1,9171,16-12-2020 05:00
44,Divya,Mumbai,Headphones,2,73563,20-12-2020 20:00
45,Manoj,Kolkata,Camera,4,74429,17-08-2022 01:00
46,Vikram,Delhi,Headphones,2,77899,23-02-2021 03:00
47,Priya,Hyderabad,Smartwatch,3,6256,07-12-2021 13:00
48,Sneha,Delhi,Smartwatch,3,31088,14-05-2023 04:00
49,Kiran,Mumbai,Camera,3,75633,31-01-2020 16:00
50,Arjun,Delhi,Smartwatch,4,37065,22-07-2022 16:00
51,Rahul,Chennai,Camera,1,5933,26-12-2021 16:00
52,Amit,Mumbai,Smartwatch,2,92197,17-05-2021 02:00
53,Sneha,Bangalore,Camera,1,93083,03-06-2021 17:00
54,Priya,Bangalore,Headphones,1,18784,09-12-2023 08:00
55,Arjun,Kolkata,Tablet,1,89025,04-04-2021 19:00
56,Sneha,Bangalore,Laptop,1,14636,07-05-2020 21:00
57,Priya,Bangalore,Camera,4,13541,05-08-2022 08:00
58,Neha,Mumbai,Smartwatch,3,93674,26-11-2020 07:00
59,Neha,Mumbai,Mobile,3,25297,25-09-2020 23:00
60,Manoj,Pune,Laptop,4,71060,23-04-2020 04:00
61,Sneha,Mumbai,Tablet,4,20363,10-11-2022 14:00
62,Neha,Hyderabad,Laptop,2,96925,30-11-2021 02:00
63,Priya,Pune,Laptop,4,95730,07-10-2020 17:00
64,Manoj,Mumbai,Tablet,2,9426,27-05-2022 22:00
65,Priya,Mumbai,Mobile,2,59814,15-07-2022 09:00
66,Manoj,Kolkata,Camera,4,29953,24-04-2020 16:00
67,Sneha,Mumbai,Headphones,3,72868,11-02-2021 08:00
68,Arjun,Bangalore,Mobile,4,80448,02-03-2021 18:00
69,Kiran,Chennai,Smartwatch,1,13146,14-09-2020 23:00
70,Divya,Bangalore,Mobile,1,19266,29-10-2021 10:00
71,Arjun,Pune,Camera,1,14857,27-02-2023 01:00
72,Vikram,Kolkata,Mobile,2,92576,02-04-2022 05:00
73,Priya,Chennai,Smartwatch,2,71302,13-02-2022 20:00
74,Vikram,Kolkata,Mobile,1,93448,01-03-2023 14:00
75,Arjun,Chennai,Smartwatch,1,77616,04-12-2021 15:00
76,Manoj,Kolkata,Laptop,4,69321,06-05-2021 11:00
77,Divya,Chennai,Laptop,4,70763,19-02-2020 11:00
78,Divya,Kolkata,Tablet,4,89360,24-12-2022 00:00
79,Amit,Pune,Smartwatch,4,38204,07-11-2023 11:00
80,Divya,Pune,Tablet,2,14755,16-11-2022 03:00
81,Kiran,Bangalore,Tablet,3,11022,01-03-2023 01:00
82,Divya,Hyderabad,Headphones,4,5958,25-05-2021 07:00
83,Arjun,Kolkata,Camera,2,97365,30-10-2021 19:00
84,Amit,Delhi,Headphones,2,18165,23-10-2020 22:00
85,Arjun,Hyderabad,Headphones,4,29039,06-05-2020 10:00
86,Arjun,Bangalore,Tablet,1,47344,15-07-2023 01:00
87,Rahul,Chennai,Camera,1,87975,19-12-2021 21:00
88,Amit,Delhi,Headphones,1,77448,07-11-2022 14:00
89,Arjun,Hyderabad,Laptop,2,19230,26-05-2021 09:00
90,Rahul,Kolkata,Headphones,1,92015,14-08-2023 22:00
91,Rahul,Pune,Laptop,2,58983,09-11-2022 00:00
92,Amit,Kolkata,Headphones,3,81086,27-02-2023 06:00
93,Vikram,Pune,Smartwatch,4,58489,05-04-2022 05:00
94,Manoj,Mumbai,Smartwatch,2,34207,09-08-2021 04:00
95,Kiran,Pune,Camera,1,9152,05-03-2023 23:00
96,Manoj,Hyderabad,Smartwatch,4,78796,18-10-2023 15:00
97,Divya,Bangalore,Laptop,1,39914,17-08-2023 19:00
98,Kiran,Delhi,Smartwatch,3,52677,04-07-2021 02:00
99,Divya,Mumbai,Laptop,1,46812,23-12-2022 14:00
100,Arjun,Kolkata,Tablet,4,38621,30-12-2021 08:00
101,Priya,Pune,Laptop,1,40269,01-01-2021 07:00
102,Amit,Pune,Smartwatch,3,28244,09-01-2022 04:00
103,Kiran,Kolkata,Headphones,4,81131,17-06-2022 16:00
104,Kiran,Delhi,Headphones,3,77587,13-04-2021 09:00
105,Arjun,Delhi,Tablet,4,60506,18-03-2021 02:00
106,Vikram,Kolkata,Mobile,2,69108,25-11-2020 01:00
107,Rahul,Hyderabad,Laptop,4,9587,17-03-2023 03:00
108,Arjun,Pune,Laptop,1,86621,30-08-2022 18:00
109,Neha,Chennai,Laptop,4,11404,18-07-2023 16:00
110,Rahul,Pune,Headphones,1,98633,21-08-2020 07:00
111,Amit,Hyderabad,Camera,4,20050,03-11-2022 23:00
112,Rahul,Mumbai,Camera,3,63667,31-03-2020 11:00
113,Vikram,Bangalore,Camera,1,70346,08-05-2022 04:00
114,Rahul,Pune,Tablet,1,54484,01-12-2022 15:00
115,Amit,Hyderabad,Tablet,1,55322,19-02-2021 17:00
116,Vikram,Chennai,Headphones,1,93065,02-12-2021 20:00
117,Manoj,Chennai,Camera,2,88713,07-02-2022 02:00
118,Kiran,Hyderabad,Mobile,3,76533,30-10-2022 05:00
119,Kiran,Mumbai,Smartwatch,1,29097,06-02-2023 18:00
120,Divya,Chennai,Laptop,4,82690,24-11-2022 23:00
121,Manoj,Chennai,Camera,1,8844,14-11-2023 17:00
122,Manoj,Pune,Mobile,1,27077,05-10-2020 03:00
123,Rahul,Pune,Laptop,3,92904,14-04-2020 23:00
124,Kiran,Kolkata,Laptop,3,77329,08-05-2022 16:00
125,Amit,Mumbai,Tablet,1,67849,19-06-2021 16:00
126,Sneha,Mumbai,Mobile,2,70893,08-12-2023 11:00
127,Sneha,Mumbai,Camera,2,20051,16-06-2021 15:00
128,Vikram,Kolkata,Camera,4,20218,22-09-2022 09:00
129,Kiran,Mumbai,Headphones,4,75767,25-02-2020 09:00
130,Kiran,Hyderabad,Mobile,4,27781,18-03-2020 08:00
131,Sneha,Hyderabad,Laptop,4,70413,23-12-2022 14:00
132,Kiran,Delhi,Smartwatch,2,95655,25-04-2021 19:00
133,Rahul,Kolkata,Tablet,2,45707,19-09-2023 07:00
134,Neha,Delhi,Headphones,3,56913,24-07-2020 12:00
135,Priya,Kolkata,Tablet,3,65147,20-06-2020 21:00
136,Manoj,Delhi,Laptop,4,62097,15-08-2021 08:00
137,Divya,Chennai,Laptop,1,26188,28-06-2021 09:00
138,Vikram,Mumbai,Smartwatch,3,74112,04-07-2021 07:00
139,Neha,Hyderabad,Tablet,2,17259,17-04-2020 11:00
140,Sneha,Hyderabad,Headphones,1,37309,04-04-2020 04:00
141,Manoj,Mumbai,Laptop,3,5585,19-01-2021 12:00
142,Kiran,Delhi,Camera,1,87740,01-07-2023 06:00
143,Divya,Pune,Camera,3,98601,21-12-2021 22:00
144,Kiran,Kolkata,Camera,4,24431,02-10-2020 15:00
145,Amit,Chennai,Smartwatch,4,91615,10-02-2021 00:00
146,Amit,Hyderabad,Headphones,1,35427,30-06-2023 04:00
147,Divya,Bangalore,Headphones,2,6220,14-09-2020 15:00
148,Divya,Chennai,Mobile,2,74175,21-07-2021 05:00
149,Sneha,Chennai,Mobile,4,28108,01-10-2021 14:00
150,Divya,Delhi,Smartwatch,4,82474,15-02-2022 07:00
151,Rahul,Mumbai,Smartwatch,2,47717,14-07-2021 16:00
152,Kiran,Kolkata,Camera,4,40185,19-06-2021 14:00
153,Neha,Kolkata,Smartwatch,3,55720,25-06-2020 20:00
154,Arjun,Bangalore,Tablet,4,91941,09-12-2023 16:00
155,Divya,Delhi,Tablet,1,85544,16-10-2021 19:00
156,Vikram,Mumbai,Camera,4,52594,09-10-2021 18:00
157,Amit,Kolkata,Mobile,4,12485,28-03-2023 13:00
158,Rahul,Bangalore,Headphones,2,90435,30-09-2021 03:00
159,Manoj,Pune,Tablet,2,75038,04-03-2023 05:00
160,Arjun,Pune,Headphones,1,55786,15-11-2020 11:00
161,Neha,Hyderabad,Camera,2,51391,25-04-2023 21:00
162,Arjun,Bangalore,Headphones,1,77106,02-12-2023 01:00
163,Divya,Delhi,Tablet,3,46720,16-12-2022 11:00
164,Sneha,Bangalore,Smartwatch,2,33554,31-03-2023 01:00
165,Amit,Bangalore,Mobile,1,36763,02-07-2021 15:00
166,Amit,Bangalore,Tablet,4,73038,09-01-2023 19:00
167,Manoj,Hyderabad,Laptop,1,22861,27-01-2021 16:00
168,Sneha,Pune,Headphones,1,14948,16-12-2023 03:00
169,Kiran,Pune,Headphones,4,98216,27-04-2023 13:00
170,Priya,Mumbai,Headphones,2,31475,12-02-2021 22:00
171,Rahul,Bangalore,Camera,4,94431,01-04-2020 04:00
172,Amit,Kolkata,Camera,3,27421,01-08-2021 11:00
173,Vikram,Chennai,Tablet,1,38896,10-11-2020 18:00
174,Amit,Kolkata,Mobile,4,79935,12-05-2023 18:00
175,Arjun,Delhi,Laptop,3,6365,23-03-2021 02:00
176,Amit,Chennai,Mobile,3,43447,14-01-2023 08:00
177,Amit,Kolkata,Smartwatch,2,64796,09-09-2022 13:00
178,Priya,Mumbai,Mobile,3,22940,16-10-2020 05:00
179,Priya,Delhi,Laptop,1,19711,01-01-2023 06:00
180,Neha,Mumbai,Camera,3,8765,14-02-2023 05:00
181,Kiran,Kolkata,Headphones,3,90306,09-09-2020 05:00
182,Vikram,Delhi,Camera,4,91789,12-03-2020 20:00
183,Amit,Pune,Headphones,2,76704,15-02-2020 14:00
184,Amit,Pune,Headphones,3,32551,22-05-2023 22:00
185,Rahul,Chennai,Camera,1,25598,15-01-2021 16:00
186,Priya,Chennai,Mobile,1,84932,11-04-2023 09:00
187,Vikram,Kolkata,Headphones,1,14533,21-10-2023 06:00
188,Manoj,Hyderabad,Camera,2,72912,16-02-2022 16:00
189,Neha,Kolkata,Mobile,2,78240,18-02-2021 12:00
190,Kiran,Kolkata,Laptop,1,32224,15-03-2020 16:00
191,Sneha,Kolkata,Headphones,3,35384,25-01-2023 19:00
192,Kiran,Mumbai,Mobile,2,84206,24-01-2021 09:00
193,Arjun,Chennai,Headphones,3,69170,03-12-2023 09:00
194,Amit,Delhi,Smartwatch,3,43182,20-08-2022 01:00
195,Neha,Bangalore,Mobile,4,67701,09-12-2023 10:00
196,Arjun,Kolkata,Laptop,4,99369,08-07-2022 04:00
197,Vikram,Bangalore,Headphones,2,70322,22-03-2021 09:00
198,Sneha,Bangalore,Camera,3,70723,07-06-2023 06:00
199,Priya,Hyderabad,Smartwatch,3,11061,04-04-2023 14:00
200,Neha,Kolkata,Smartwatch,1,82613,18-08-2022 16:00
201,Neha,Chennai,Smartwatch,3,96969,26-07-2020 18:00
202,Amit,Mumbai,Mobile,3,79166,28-11-2022 07:00
203,Divya,Mumbai,Laptop,2,63579,25-03-2022 08:00
204,Neha,Kolkata,Headphones,2,81502,20-06-2022 18:00
205,Rahul,Kolkata,Laptop,3,84468,21-01-2020 21:00
206,Sneha,Hyderabad,Laptop,3,62771,23-04-2022 21:00
207,Sneha,Delhi,Headphones,4,69026,06-10-2023 00:00
208,Rahul,Pune,Headphones,2,63644,27-09-2022 06:00
209,Manoj,Kolkata,Mobile,3,24186,28-07-2023 07:00
210,Rahul,Chennai,Smartwatch,1,21872,30-05-2022 11:00
211,Rahul,Chennai,Camera,4,56499,20-11-2020 19:00
212,Sneha,Delhi,Smartwatch,3,98741,17-01-2021 11:00
213,Kiran,Delhi,Smartwatch,4,7440,17-05-2022 09:00
214,Sneha,Chennai,Laptop,3,66349,17-11-2021 01:00
215,Divya,Chennai,Smartwatch,3,25062,25-02-2022 02:00
216,Amit,Bangalore,Headphones,4,84702,06-09-2020 00:00
217,Arjun,Kolkata,Laptop,3,39891,22-01-2023 01:00
218,Kiran,Kolkata,Smartwatch,2,31365,15-03-2020 01:00
219,Priya,Kolkata,Mobile,4,15727,23-02-2021 23:00
220,Arjun,Mumbai,Mobile,3,47113,04-06-2020 15:00
221,Amit,Bangalore,Mobile,4,26596,11-01-2021 15:00
222,Divya,Bangalore,Camera,1,85502,19-03-2023 16:00
223,Divya,Mumbai,Tablet,3,78874,15-10-2021 12:00
224,Priya,Hyderabad,Tablet,1,50965,30-10-2022 13:00
225,Kiran,Pune,Smartwatch,4,10695,24-02-2023 05:00
226,Manoj,Hyderabad,Tablet,2,89021,28-10-2021 07:00
227,Rahul,Hyderabad,Camera,1,16926,28-04-2023 13:00
228,Kiran,Hyderabad,Camera,2,21411,20-10-2020 21:00
229,Manoj,Delhi,Laptop,2,72762,18-07-2023 07:00
230,Divya,Bangalore,Laptop,2,66559,19-07-2020 16:00
231,Sneha,Delhi,Mobile,1,83345,02-11-2023 12:00
232,Amit,Kolkata,Camera,4,71891,11-06-2022 10:00
233,Priya,Delhi,Smartwatch,4,63054,13-10-2020 21:00
234,Amit,Mumbai,Tablet,4,12831,18-04-2023 20:00
235,Vikram,Hyderabad,Tablet,1,24268,29-04-2022 04:00
236,Vikram,Chennai,Laptop,1,20020,14-04-2023 16:00
237,Kiran,Hyderabad,Mobile,2,90078,08-02-2020 15:00
238,Divya,Bangalore,Mobile,3,98014,31-03-2020 16:00
239,Divya,Delhi,Smartwatch,1,23695,23-01-2020 09:00
240,Rahul,Bangalore,Headphones,1,69673,10-04-2021 14:00
241,Rahul,Delhi,Camera,1,92397,19-09-2020 18:00
242,Rahul,Delhi,Tablet,3,5561,13-03-2022 13:00
243,Sneha,Delhi,Smartwatch,2,54837,26-11-2021 21:00
244,Arjun,Chennai,Tablet,4,94217,08-06-2021 11:00
245,Neha,Kolkata,Laptop,3,56881,01-01-2022 10:00
246,Arjun,Hyderabad,Laptop,4,75081,10-03-2023 11:00
247,Amit,Delhi,Camera,4,36548,11-05-2021 22:00
248,Arjun,Mumbai,Smartwatch,3,33147,03-09-2021 01:00
249,Sneha,Pune,Smartwatch,4,57220,24-05-2021 13:00
250,Amit,Pune,Laptop,3,22582,13-01-2023 00:00
251,Arjun,Delhi,Smartwatch,2,91371,05-10-2023 15:00
252,Sneha,Hyderabad,Laptop,1,74180,15-01-2023 06:00
253,Neha,Hyderabad,Tablet,1,37135,03-01-2021 17:00
254,Arjun,Kolkata,Camera,1,76405,18-04-2020 11:00
255,Sneha,Kolkata,Tablet,4,32132,26-02-2023 04:00
256,Rahul,Chennai,Tablet,4,34363,20-09-2022 03:00
257,Divya,Delhi,Laptop,2,81385,15-05-2021 07:00
258,Rahul,Mumbai,Tablet,3,98303,19-10-2020 08:00
259,Divya,Chennai,Camera,2,19094,01-01-2021 12:00
260,Priya,Chennai,Laptop,2,12807,23-11-2021 22:00
261,Priya,Delhi,Camera,3,38209,19-09-2023 09:00
262,Priya,Delhi,Mobile,4,8955,12-08-2021 13:00
263,Neha,Chennai,Camera,2,10700,22-11-2023 08:00
264,Rahul,Chennai,Camera,4,92308,22-09-2023 12:00
265,Divya,Chennai,Headphones,3,46615,24-05-2021 22:00
266,Sneha,Bangalore,Smartwatch,2,17930,21-07-2021 13:00
267,Amit,Chennai,Smartwatch,4,73026,18-01-2021 02:00
268,Sneha,Hyderabad,Camera,2,63727,15-11-2023 05:00
269,Amit,Pune,Tablet,4,29878,12-05-2020 17:00
270,Vikram,Mumbai,Tablet,2,54349,02-02-2021 01:00
271,Sneha,Mumbai,Smartwatch,3,83630,14-12-2023 16:00
272,Arjun,Pune,Laptop,2,26298,24-08-2022 23:00
273,Arjun,Delhi,Smartwatch,1,58632,12-01-2022 19:00
274,Kiran,Kolkata,Mobile,1,23839,04-11-2020 22:00
275,Rahul,Chennai,Laptop,4,53268,01-09-2020 20:00
276,Amit,Mumbai,Camera,4,30757,29-10-2023 06:00
277,Amit,Mumbai,Smartwatch,3,49629,26-05-2023 21:00
278,Rahul,Hyderabad,Camera,3,62523,23-11-2021 00:00
279,Neha,Hyderabad,Tablet,4,55939,08-10-2022 05:00
280,Kiran,Bangalore,Camera,2,83208,17-01-2020 11:00
281,Neha,Pune,Smartwatch,4,39332,02-10-2022 19:00
282,Neha,Bangalore,Smartwatch,1,79073,29-05-2021 00:00
283,Neha,Mumbai,Smartwatch,1,94159,07-01-2022 12:00
284,Rahul,Delhi,Camera,1,72556,26-07-2023 11:00
285,Neha,Mumbai,Tablet,4,98398,12-01-2022 14:00
286,Arjun,Delhi,Mobile,2,97118,13-06-2021 03:00
287,Priya,Kolkata,Camera,1,32633,19-12-2021 14:00
288,Vikram,Mumbai,Headphones,4,13829,29-07-2020 22:00
289,Amit,Hyderabad,Mobile,4,78281,14-09-2022 18:00
290,Amit,Chennai,Mobile,4,42092,17-07-2022 15:00
291,Vikram,Mumbai,Smartwatch,1,20505,05-02-2021 21:00
292,Rahul,Bangalore,Tablet,1,18117,11-07-2020 01:00
293,Sneha,Kolkata,Laptop,1,44612,20-04-2022 23:00
294,Rahul,Kolkata,Smartwatch,2,40629,02-04-2021 07:00
295,Amit,Delhi,Smartwatch,2,80251,29-06-2020 20:00
296,Amit,Delhi,Camera,3,30820,06-10-2022 00:00
297,Vikram,Mumbai,Camera,2,95945,29-06-2020 18:00
298,Neha,Delhi,Laptop,2,33679,11-07-2020 16:00
299,Rahul,Bangalore,Camera,1,6161,09-11-2023 02:00
300,Divya,Hyderabad,Headphones,3,98594,20-02-2020 23:00
301,Vikram,Chennai,Laptop,2,78363,18-08-2023 11:00
302,Arjun,Chennai,Tablet,3,20442,16-08-2023 18:00
303,Amit,Delhi,Laptop,4,21889,13-02-2022 23:00
304,Vikram,Mumbai,Mobile,2,87424,20-10-2022 17:00
305,Rahul,Delhi,Tablet,2,98970,28-05-2022 15:00
306,Amit,Kolkata,Mobile,2,87234,30-08-2022 09:00
307,Sneha,Bangalore,Tablet,1,52634,28-02-2020 03:00
308,Vikram,Pune,Laptop,2,83850,18-12-2021 19:00
309,Kiran,Mumbai,Mobile,1,90561,23-11-2023 17:00
310,Amit,Hyderabad,Tablet,2,27336,24-12-2020 11:00
311,Rahul,Bangalore,Camera,3,55911,11-09-2020 07:00
